SuperWEB2(tm)

"Domestic Overnight Trips"
"Quarter and Stopover state/region/SA2 by Stopover reason"
"Counting: Overnight trips (000)"

Filters:
"Default Summation","Overnight trips (000)"

,"Stopover reason","Holiday","Visiting friends and relatives","Business","Other reason","No other reason","In transit","Not stated/not asked","Total",
,"Geelong and the Bellarine",97.6263273,64.8509566,25.9183029,4.8664076,0,1.77602,0,195.0380144,
,"Gippsland",104.5033242,75.7205651,13.6006571,4.2693347,0,2.797701,0,200.8915821,
,"Goulburn",31.7338144,36.0909693,26.4807819,3.157569,0,0,0,97.4631345,
,"Great Ocean Road",221.8878139,47.250383,25.5049779,1.0328804,0,0,3.2337348,298.90979,
,"High Country",176.2106663,50.3048276,20.7233461,4.1494278,0,3.1263812,0,254.5146489,
,"Lakes",111.2728708,30.4487757,23.573669,1.5273445,0,1.6280506,1.532214,169.9829246,
,"Macedon",15.4193498,1.2522378,0,6.2150514,0,0,0,22.886639,
,"Mallee",81.1066527,58.7961186,33.2378255,2.3667896,0,3.3022385,4.3600595,179.8674459,
,"Melbourne East",21.8804073,55.1372302,7.3251811,6.0328259,0,0.874874,0,91.2505185,
,"Murray East",5.9618277,20.0404865,4.3217381,4.2503731,0,6.6254971,0,41.1999226,
,"Peninsula",102.9045906,47.5423895,13.6302662,4.7383248,0,0,2.2113878,171.026959,
,"Phillip Island",107.2275734,20.3109599,25.6442119,2.1900306,0,0,1.532214,152.7853834,
,"Spa Country",49.4071923,18.4099814,0,5.8214303,0,0,1.7015208,75.3401248,
,"Upper Yarra",16.0719807,4.5913674,1.7577797,0,0,0,0,22.4211278,
,"Western Grampians",15.3411516,41.533953,8.2202539,1.6914802,0,7.7026424,1.9904649,76.4799459,
,"Wimmera",12.8152995,18.2734388,0.6787931,1.4401953,0,3.9862613,0,37.193988,
,"Victoria",1803.657942,1359.721841,688.3052436,156.001347,0,41.9785786,9.5842591,3982.6886587,
,"Brisbane",336.6598649,427.2323294,290.36485,79.2794818,0,0,0,1132.5261402,
,"Bundaberg",65.7882706,48.8557342,16.2007597,29.8952891,0,0,0,160.7400535,
,"Central Queensland",132.6311531,69.1791593,54.1944875,5.5179626,0,0,0,260.5878515,
,"Darling Downs",159.1283774,181.6914667,79.8125907,15.4479686,0,5.9098434,0,439.3826418,
,"Fraser Coast",91.904306,43.6042777,0,7.7188951,0,0,0,142.2925679,
,"Gold Coast",562.1591745,203.4915398,75.1577592,15.1256114,0,0,0,853.4313781,
,"Mackay",37.1138474,57.4095394,32.2884966,0,0,0,0,126.8118834,
,"Northern",46.720474,55.9259933,101.4540209,37.7194241,0,0,0,241.8199124,
,"Outback",25.3935885,36.5348986,74.1800012,8.0662214,0,0,0,136.9877589,
,"Sunshine Coast",304.5396563,208.6032003,15.3407088,9.4981374,0,1.5815126,0,539.5632154,
,"Tropical North Queensland",201.7212827,92.7608278,39.4352298,3.8720448,0,0,0,333.7605416,
,"Whitsundays",64.0976456,14.6752417,24.682986,0,0,0,0,103.4558733,
,"Queensland",1832.7276315,1342.2474126,776.9393095,206.3268169,0,5.9098434,0,4116.0998412,
,"Adelaide",134.4421162,190.3976189,182.18332,55.7404317,0,1.2006856,4.6156313,566.2036096,
,"Adelaide Hills",5.2512939,12.1397887,1.5545561,0,0,0,0,18.9456387,
,"Barossa",27.6368639,8.58641,1.7717553,0,0,0,0,37.9950292,
,"Clare Valley",20.7375933,4.1258832,0.4970609,0,0,0,5.9033735,31.263911,
,"Eyre Peninsula",31.0074804,31.39668,16.3817975,3.1810469,0,0,7.4355875,89.4025923,
,"Fleurieu Peninsula",84.2505823,44.7380529,13.3652836,3.8131605,0,0,1.7015208,147.8686001,
,"Limestone Coast",49.2395506,33.2786719,8.1586138,1.5150234,0,2.217021,5.2241997,99.6330804,
,"Murraylands",26.7372104,13.578451,11.9128579,3.4910956,0,0,4.2018527,59.9214675,
,"Riverland",36.5912428,15.9951127,0.4674555,2.4244383,0,0.9349109,2.2113878,58.624548,
,"Yorke Peninsula",94.3238973,25.3317377,5.8056015,0.701782,0,0,0.8589454,127.021964,
,"Flinders Ranges and Outback",46.7584107,22.1494744,31.4421925,3.8147154,0,2.7541029,8.2945329,115.2134288,
,"Kangaroo Island",16.3118421,1.9341484,1.1849108,0,0,0,0,19.4309013,
,"South Australia",521.1927351,382.4047295,269.7571013,68.1547162,0,7.1067205,8.817484,1244.9710562,
,"Experience Perth",205.9019044,176.9256949,143.635774,65.6629699,0,2.0055777,5.7340667,592.4843892,
,"Australia's Golden Outback",39.4201485,31.2553746,38.1434448,7.5378135,0,0.7761401,6.6047937,123.7377151,
,"Australia's North West",49.4276781,15.4166233,53.6760783,2.0065658,0,2.6153531,0,120.5269455,
,"Australia's South West",252.6299398,102.1792746,41.1085973,5.4393179,0,0,5.7340667,398.6057913,
,"Australia's Coral Coast",79.7692979,24.4373583,11.7799663,1.3195024,0,2.0631344,4.2018527,121.5079775,
,"Western Australia",593.8342891,332.0406403,285.0194696,82.4568409,0,7.4602053,6.6047937,1272.7246023,
,"Hobart and the South",142.2602808,47.1277425,40.4113891,10.4231641,0,0,0,239.5676384,
,"East Coast",57.0383234,5.2978254,2.4704139,0.7340619,0,0,0,64.7228228,
,"Launceston, Tamar and the North",92.9728874,39.7250521,28.5890043,6.6331656,0,0,0,167.9201095,
,"North West",64.2277621,25.9640806,5.6363094,2.4485365,0,0,0,98.2766886,
,"Wilderness West",44.6129925,0.7015461,6.147065,0,0,0,0,51.4616035,
,"Tasmania",239.6162408,117.3242917,80.0149465,20.2389282,0,0,0,454.3270456,
,"Darwin",87.3762443,28.3005715,46.428795,1.2832439,0,0,0,161.0869329,
,"Barkly",13.4626788,1.382964,0,0,0,3.1943745,0,16.6570533,
,"Alice Springs",35.6452535,6.1550478,15.9322501,3.4753188,0,0,0,61.2078702,
,"Kakadu Arnhem",41.0666607,0.7853516,21.3711406,1.945914,0,0,0,65.169067,
,"Katherine Daly",39.5508446,3.408019,12.8193536,0,0,0,0,55.7782172,
,"Lasseter",32.1383098,3.6301894,2.5710152,0,0,0,0,36.9274705,
,"MacDonnell",9.662093,0.9333264,1.0580179,2.1794253,0,0,0,13.8328625,
,"Northern Territory",155.1588661,39.3456765,95.6487932,8.883902,0,3.1943745,0,288.8925608,
,"Canberra",204.1642676,155.2171706,164.3192636,31.0177176,0,3.0154752,0,556.9135652,
,"ACT",204.1642676,155.2171706,164.3192636,31.0177176,0,3.0154752,0,556.9135652,
"September quarter 2010","Sydney",528.1245889,661.7613672,616.4476126,140.0495166,0,4.6326664,1.8483911,1948.9998661,
,"Blue Mountains",91.385443,58.6748389,12.4575123,4.7978341,0,2.1636154,3.2082558,172.6874994,
,"Capital Country",112.5123294,67.8943908,15.9186239,15.8149481,0,8.9783173,0.8397046,221.958314,
,"Central Coast",111.8822344,143.137492,0,6.810427,0,1.5596666,2.8327709,265.4066762,
,"Central NSW",166.3904061,124.1886392,111.9774499,39.7119606,0,12.3579254,6.6246318,458.1308226,
,"Hunter",281.0662991,259.9942814,135.9489603,15.9435605,0,4.2077774,1.9081895,694.2843129,
,"New England North West",117.4324712,91.4557504,99.7240154,18.7414908,0,13.6010772,4.2279159,340.9993633,
,"North Coast NSW",515.1418729,355.6356372,113.5630397,18.5575954,0,20.9032408,3.7250539,1005.132231,
,"Outback NSW",79.8974127,29.446958,35.9818147,1.2827282,0,0,4.0212432,150.6301568,
,"Riverina",79.2270853,101.2283398,51.8683859,28.1002896,0,5.8308791,6.0051054,268.0304682,
,"Snowy Mountains",259.3298299,27.2404207,4.9007196,9.7393672,0,0.7756852,0.2913798,301.465247,
,"South Coast",268.1613538,205.8490624,52.0094471,17.6613292,0,0,0,541.3634445,
,"The Murray",89.1480071,91.0345206,34.8164227,10.1713193,0,0,3.9127303,226.3632586,
,"New South Wales",2352.9762685,2075.4955224,1222.6456661,316.3449608,0,48.9499349,14.1284557,5920.7839876,
,"Melbourne",559.9739953,482.2257207,515.3093656,89.9534801,0,5.8560945,3.3810957,1651.5065252,
,"Ballarat",51.4794752,46.705453,16.291346,0,0,0,0,114.4762741,
,"Bendigo Loddon",52.5909609,68.7578354,21.4189048,7.6092878,0,0.6916139,0.8777217,151.0318056,
,"Central Highlands",30.8091316,6.0636517,8.0867808,0,0,1.2860076,1.9735277,48.2190993,
,"Central Murray",80.5760846,34.1252322,3.8641128,2.7253019,0,1.1471851,1.4260465,123.863963,
,"Geelong and the Bellarine",57.9879614,91.5613179,17.2530417,1.7903734,0,0,0,168.5926944,
,"Gippsland",64.8106715,48.3652848,15.0212081,14.6676461,0,0,0,142.8648105,
,"Goulburn",11.478555,50.302659,15.7312417,9.8945144,0,0,2.7233271,90.1302972,
,"Great Ocean Road",191.7239435,85.7913955,35.16476,10.3771621,0,2.49531,0,322.724603,
,"High Country",237.583507,36.4477284,15.8786305,11.2910232,0,6.1047523,2.3967159,303.5976049,
,"Lakes",68.1782419,14.8413081,9.8709301,0,0,2.9901618,0,95.8806418,
,"Macedon",21.9653006,18.6212391,0,3.6568349,0,0,0,44.2433746,
,"Mallee",72.9920767,40.1108587,24.4373165,0.5132324,0,4.1264581,3.2752325,145.4551748,
,"Melbourne East",33.7204637,42.7643751,14.3548652,0,0,0,0,90.8397041,
,"Murray East",9.5321258,17.1213426,0.8568012,1.8277884,0,0,0,29.3380579,
,"Peninsula",97.6699737,57.0530327,3.5161121,3.8358901,0,0,0,162.0750087,
,"Phillip Island",64.1999782,18.7696826,14.8961768,4.781756,0,0,0,102.6475936,
,"Spa Country",38.3459947,9.4511246,3.4075959,5.1046201,0,0,0,56.3093354,
,"Upper Yarra",10.8785508,5.6139121,16.8324861,4.2706226,0,0,0,37.5955716,
,"Western Grampians",17.7283697,13.8515901,11.511102,0,0,4.1040323,0,47.195094,
,"Wimmera",2.9139902,2.0458258,0,0.8392804,0,0,0,5.7990963,
,"Victoria",1658.7929152,1158.0784177,748.2122351,165.7421429,0,25.6238123,10.1322403,3723.5519445,
,"Brisbane",369.5842631,428.9261224,387.87566,117.2450836,0,1.5749947,5.8304107,1293.6997602,
,"Bundaberg",62.2756583,42.9545519,61.9616429,2.9815033,0,6.6535362,6.443191,183.2700836,
,"Central Queensland",115.0950469,106.0862384,64.8685706,14.6033343,0,2.7273861,11.4212582,314.8018346,
,"Darling Downs",170.237916,149.765595,76.6580118,18.1844608,0,0,9.0887198,423.9347033,
,"Fraser Coast",83.4304839,35.7055111,10.9861369,11.5832141,0,0,3.8104833,145.5158294,
,"Gold Coast",458.3543039,271.5247938,102.3345729,54.038306,0,1.4710985,1.2981242,885.6309379,
,"Mackay",63.8741255,60.9726066,74.009346,13.6257255,0,3.9261501,13.9887699,226.4705734,
,"Northern",99.6961477,58.0340038,66.2981977,9.6282691,0,9.5064623,7.9940101,251.1570907,
,"Outback",93.1375392,30.542405,31.3071249,3.2609045,0,0.8159146,16.7668335,175.0148072,
,"Sunshine Coast",480.1521007,191.6370927,54.9941058,31.4906651,0,3.6445923,4.3588081,766.2773646,
,"Tropical North Queensland",290.8037599,105.9427631,110.8045628,11.4128749,0,3.4368437,14.7600199,528.4115425,
,"Whitsundays",143.6332454,21.4806513,14.751469,0,0,0.9260639,6.2071992,186.9986288,
,"Queensland",1999.5566551,1415.3258627,948.8257929,267.3260643,0,28.0295064,18.19288,4589.7867985,
,"Adelaide",108.0330401,136.6111544,120.5336824,53.0696029,0,7.3287374,2.2611098,427.549658,
,"Adelaide Hills",6.7521319,15.8184019,4.411182,0.5132324,0,0.5865113,1.7333038,29.8147634,
,"Barossa",14.1137157,7.5272442,13.6995868,4.9004328,0,1.1145712,1.1145712,40.753763,
,"Clare Valley",16.6805642,11.5417173,3.4126645,0.6800427,0,0,0,32.3149888,
,"Eyre Peninsula",23.1343016,19.9968641,19.3691807,2.6564902,0,1.7863461,1.9085554,67.6134513,
,"Fleurieu Peninsula",50.7431018,39.636907,2.9810993,6.6894922,0,0,0,100.0506002,
,"Limestone Coast",30.3748521,19.8812726,17.6739878,1.1128871,0,0.7736699,0,66.2935618,
,"Murraylands",37.3932071,10.4932281,6.7840885,1.190083,0,1.2781253,0,57.138732,
,"Riverland",42.3993319,13.5153346,3.247886,0,0,0,2.3260821,61.4886345,
,"Yorke Peninsula",44.7167247,8.8018049,8.9827867,1.0976645,0,0,0,63.5989808,
,"Flinders Ranges and Outback",104.5428234,20.7309052,30.4741736,6.7517684,0,4.6152233,8.4057589,173.7365796,
,"Kangaroo Island",7.2288862,3.2390611,9.4128388,0,0,0,0,19.8807861,
,"South Australia",425.5395521,290.1587956,232.51883,75.9226897,0,15.7821019,9.5203301,1033.3126552,
,"Experience Perth",189.380572,183.7657296,172.3837164,69.1186842,0,0.5480593,4.7413262,612.3047244,
,"Australia's Golden Outback",40.3468094,25.1140021,43.8679295,10.1353902,0,0.8721515,5.3640428,124.526965,
,"Australia's North West",82.9034756,22.1355493,76.0866346,1.1314026,0,0.8360583,6.2381034,187.6591072,
,"Australia's South West",168.6295966,76.2071606,38.168844,6.1527589,0,1.2186078,4.7413262,293.8996864,
,"Australia's Coral Coast",121.3067109,16.1868066,22.3494556,4.9567198,0,0.9795186,4.7413262,169.5410191,
,"Western Australia",550.4634861,310.9937187,329.975474,88.8739546,0,3.9063363,9.0708743,1268.5407508,
,"Hobart and the South",67.6248345,39.8477601,51.2094158,15.3571072,0,0,0.5414546,174.5805723,
,"East Coast",21.9179591,8.0597513,4.6240886,0.4810077,0,0,0,35.0828067,
,"Launceston, Tamar and the North",46.8163685,30.3782099,31.5838736,10.3112414,0,0,0,117.261905,
,"North West",32.9120309,15.5062296,10.9285666,0.695144,0,0,0,60.0419711,
,"Wilderness West",16.1513138,3.8958328,3.7628041,0,0,0,0,23.8099507,
,"Tasmania",134.1466429,95.3998257,100.8062902,26.8445003,0,0,4.0383287,353.0821502,
,"Darwin",92.2559913,34.3575636,47.4186738,12.207427,0,0,10.0282708,195.8281833,
,"Barkly",23.8683829,0,4.9396136,7.3453085,0,0.7051088,13.221111,50.0795249,
,"Alice Springs",46.4773527,6.555904,14.7310448,8.1212909,0,1.2560178,11.2385298,88.38014,
,"Kakadu Arnhem",38.4724414,1.7250011,5.1959362,6.1417097,0,0,4.7570873,56.2921757,
,"Katherine Daly",56.5672146,7.6214384,15.6193911,9.1627597,0,4.611295,14.5319397,105.7928848,
,"Lasseter",31.5481319,0.6773815,5.1844555,5.9903072,0,0.7051088,7.2951716,51.4005566,
,"MacDonnell",3.6581429,0,9.9249444,0,0,0,3.7323571,17.3154444,
,"Northern Territory",170.9851826,47.8297972,97.9022807,18.3504732,0,4.611295,15.1285356,344.1783374,
,"Canberra",132.4496342,161.7922739,119.4290896,30.1528568,0,9.1230594,5.5208665,458.4677804,
,"ACT",132.4496342,161.7922739,119.4290896,30.1528568,0,9.1230594,5.5208665,458.4677804,
"December quarter 2010","Sydney",576.1470777,769.555458,455.7434206,147.4642262,0,6.9471758,0.4350728,1937.5351706,
,"Blue Mountains",73.6319605,67.5667396,9.0365664,9.4625709,0,1.3551465,0,161.0529839,
,"Capital Country",123.5121483,92.7131403,36.9988957,9.5705759,0,2.8788267,0,253.8319214,
,"Central Coast",127.0427835,141.0930971,16.4128379,2.884799,0,2.8949107,0,290.3284283,
,"Central NSW",194.7727519,167.425334,38.497708,16.2844238,0,9.4409623,0.4350728,422.4378684,
,"Hunter",273.6038208,217.2894462,102.5989315,36.3945964,0,3.5257387,0.4350728,631.0956903,
,"New England North West",105.7123273,80.1930267,69.9562457,24.1452279,0,8.5497545,0.4350728,286.1174839,
,"North Coast NSW",530.3391221,403.7083856,77.7319261,41.9350908,0,16.3377674,0.4350728,1050.3864262,
,"Outback NSW",39.2763524,14.9749443,27.0782413,1.0867171,0,0,0.4704134,82.8866684,
,"Riverina",63.9730018,100.561341,44.9991147,19.2139829,0,5.599214,0.9054863,235.2521406,
,"Snowy Mountains",63.3005947,48.5222023,20.3416332,0,0,0,0.4704134,132.6348436,
,"South Coast",356.3240307,199.9347354,108.1598182,14.6950148,0,2.6373385,0.4350728,680.1753117,
,"The Murray",131.506572,84.0785583,28.6451728,11.1166506,0,5.0665183,0.4350728,260.8485448,
,"New South Wales",2390.6512941,2273.5740547,948.5952028,316.1322676,0,50.7194412,0.9054863,5860.7693222,
,"Melbourne",567.4593016,542.5604309,459.6074606,75.7450057,0,11.8218563,1.0525498,1633.9086268,
,"Ballarat",55.0554785,30.2638997,7.3988489,6.7642302,0,0,1.0878904,100.5703477,
,"Bendigo Loddon",51.2782256,82.5188087,10.405826,0,0,0,0.9054863,145.1083466,
,"Central Highlands",53.0124492,16.9823869,0,0.9017276,0,1.6549697,0.617477,73.1690104,
,"Central Murray",88.1540824,61.533837,5.3821161,5.1303137,0,0,0.9054863,161.1058355,
,"Geelong and the Bellarine",87.2288904,68.0704769,15.8675882,1.3300798,0,0,0,172.4970353,
,"Gippsland",108.5903114,113.4743916,22.1109246,4.9171914,0,2.8323231,0,251.9251421,
,"Goulburn",42.2304517,73.2614538,21.651274,5.234293,0,0,0,142.3774725,
,"Great Ocean Road",170.1872088,93.9477013,22.3945665,9.8550027,0,0,0.4704134,296.8548927,
,"High Country",147.7872051,89.4174711,20.4546768,2.4453676,0,1.0845162,0.9054863,260.0169289,
,"Lakes",110.0040394,27.5149908,13.586348,3.9424352,0,0,0.4350728,155.4828863,
,"Macedon",4.8283208,43.6933806,19.8454112,4.3970961,0,0,0,72.7642087,
,"Mallee",78.7699909,58.9666217,26.7430022,3.8174373,0,2.6764977,0.4704134,170.8005687,
,"Melbourne East",17.9487831,56.1566045,12.0494589,2.287722,0,0,0,88.4425685,
,"Murray East",6.2455127,15.7728547,8.4000974,0,0,0,0,30.4184647,
,"Peninsula",110.7384796,70.893543,4.6818439,8.1552788,0,0,0,194.4691453,
,"Phillip Island",137.3162104,33.6893842,14.5674136,7.8645821,0,0,0,193.4375903,
,"Spa Country",36.7856079,26.2968258,4.7335261,4.0653694,0,1.2508199,0.4350728,73.5672219,
,"Upper Yarra",16.8206899,4.9308722,5.1213186,2.0684526,0,0,0,28.9413333,
,"Western Grampians",14.1363339,28.8294738,31.4233256,0,0,2.0505345,0,76.4396678,
,"Wimmera",15.1837204,6.7211621,4.1658925,3.8144155,0,0,1.1390545,31.0242451,
,"Victoria",1755.6606447,1467.5416832,711.2552381,150.7970186,0,23.3715174,2.0445408,4039.8953533,
,"Brisbane",467.833943,477.122387,361.4207903,143.9183932,0,0,0.4350728,1449.0692522,
,"Bundaberg",39.4432443,53.1311145,49.8582697,9.5333634,0,1.3177672,0,153.2837591,
,"Central Queensland",109.8927478,83.0293867,122.6784144,21.5912978,0,1.7459801,0,337.1918466,
,"Darling Downs",106.5256554,110.6146862,48.4000021,18.2235538,0,2.8476631,0,284.2051143,
,"Fraser Coast",60.2070647,32.9962768,9.4168745,2.6384819,0,0,0,105.258698,
,"Gold Coast",547.0950643,247.8189513,79.3485676,35.5685089,0,1.4716952,0,911.3027873,
,"Mackay",35.3270776,35.2210755,69.7424329,2.6384819,0,2.373119,0,145.3021869,
,"Northern",62.8248357,84.0298209,59.4967202,13.9569057,0,0,0,220.3082825,
,"Outback",30.7184889,12.2774039,49.647632,0,0,0,0,90.5404064,
,"Sunshine Coast",421.9938529,237.2096604,81.4393963,22.6769393,0,0,0.4350728,763.7549217,
,"Tropical North Queensland",140.1252875,45.5251214,58.2733057,7.7124197,0,0.770216,1.5922695,252.6118498,
,"Whitsundays",89.0571208,40.9411564,15.5337141,0,0,0,0,143.7860113,
,"Queensland",1950.1979541,1353.4229573,950.8406641,266.8011745,0,10.5264406,2.0273424,4488.4723304,
,"Adelaide",159.5471503,174.7713795,155.0707525,55.3062409,0,1.9095729,1.0878904,544.3830636,
,"Adelaide Hills",13.1153901,16.3956495,0.7453911,0.6433945,0,0.6363509,0,31.5361761,
,"Barossa",31.040605,10.4639016,12.9626474,0,0,0,0.4704134,54.9375675,
,"Clare Valley",22.9378101,8.5929298,20.3780712,1.207531,0,0,0,53.1163421,
,"Eyre Peninsula",30.6750153,33.3914244,12.5261258,1.4984263,0,0.6363509,0.8782658,78.5664657,
,"Fleurieu Peninsula",93.5738956,26.1380647,6.1133429,2.9630477,0,0,0.4704134,129.2587643,
,"Limestone Coast",52.0693616,33.5570938,15.2035107,0.7264388,0,4.8478822,1.0878904,107.0586305,
,"Murraylands",32.0116595,16.5184573,1.4932008,3.6589662,0,0,1.0878904,54.7701743,
,"Riverland",39.8720731,14.9367274,7.545404,4.1980763,0,1.8694591,0.617477,69.0392168,
,"Yorke Peninsula",90.7849673,33.882354,4.0835005,2.7789691,0,1.9544563,0.4704134,133.9546607,
,"Flinders Ranges and Outback",60.4625862,32.820722,28.1476918,5.2515441,0,3.453427,1.3486792,125.5061848,
,"Kangaroo Island",16.9285574,1.1434991,1.7434138,0,0,0,0,19.8154703,
,"South Australia",569.2674264,370.4278047,264.8613139,78.2326348,0,14.0347975,1.3486792,1278.9343324,
,"Experience Perth",180.8171717,255.4852901,161.301512,77.4126664,0,3.134542,0.617477,666.4651173,
,"Australia's Golden Outback",28.7275168,29.2032808,49.3570576,3.546068,0,1.9897168,0.8782658,111.0002657,
,"Australia's North West",24.0438082,12.3298802,58.9186072,0,0,0.6792379,0.617477,96.5890106,
,"Australia's South West",237.2254705,137.2463888,37.5760027,15.1898285,0,0.6792379,0.8782658,424.9141036,
,"Australia's Coral Coast",96.2034075,23.3503856,25.589496,4.2825166,0,0,0.617477,150.0432826,
,"Western Australia",536.1082278,442.6459296,325.7221854,99.3465797,0,5.1242588,0.8782658,1385.8178271,
,"Hobart and the South",126.7841912,57.6073854,63.7958119,15.8051539,0,0,0,259.4793174,
,"East Coast",45.5877168,7.700883,0.9595396,0,0,0,0,54.2481393,
,"Launceston, Tamar and the North",60.8330847,39.5814066,38.4859983,0.8727596,0,0,0.4350728,139.3293798,
,"North West",45.7562523,13.2594794,7.3419207,2.7512883,0,0.6396959,0,68.4772751,
,"Wilderness West",28.3880037,1.810491,1.6165326,0,0,0,0,31.8150273,
,"Tasmania",196.8317574,119.0613579,108.6922218,20.0795222,0,2.180128,2.4527144,438.7612113,
,"Darwin",37.3394358,19.16813,31.9843716,11.0772799,0,0,0.617477,100.1866943,
,"Barkly",9.6822135,0.5676182,9.7693349,0,0,0,0.8782658,20.8974324,
,"Alice Springs",45.7219012,2.7466226,6.3481966,6.1305308,0,0.5676182,0.8782658,62.3931352,
,"Kakadu Arnhem",15.9034063,3.401127,5.8382665,0,0,0,0.617477,25.7602768,
,"Katherine Daly",18.3893601,0.4448815,12.2189442,1.5778934,0,0,0.8782658,33.5093449,
,"Lasseter",34.8908728,0.6846312,3.7496344,4.0723919,0,0,0.617477,44.0150073,
,"MacDonnell",2.4762908,0,2.1736639,0,0,0,0,4.6499547,
,"Northern Territory",84.8661568,26.4453924,64.2994026,18.785704,0,0.5676182,0.8782658,195.2843575,
,"Canberra",132.9459374,175.0068098,121.9943297,35.3618591,0,0,0.4704134,462.0620779,
,"ACT",132.9459374,175.0068098,121.9943297,35.3618591,0,0,0.4704134,462.0620779,
"March quarter 2011","Sydney",624.324172,805.5190408,517.3529794,108.0482321,0,4.5927432,0.4429623,2054.9430131,
,"Blue Mountains",96.0907492,37.9889679,14.4064647,9.5727361,0,0,0.4429623,158.5018801,
,"Capital Country",145.1526342,75.8878655,22.3493274,4.2462723,0,4.2000721,0.4429623,249.37048,
,"Central Coast",209.4684823,170.41167,6.846153,15.9907067,0,1.1182517,0,403.0965502,
,"Central NSW",151.6178849,167.5144718,48.2917576,37.6696607,0,4.5391664,0.4429623,406.681616,
,"Hunter",421.403795,277.9822321,106.8807577,20.8767494,0,7.5579112,0,834.7014453,
,"New England North West",80.2284492,87.0072471,26.6184634,21.4359248,0,8.0885574,0,220.6819465,
,"North Coast NSW",651.0295402,453.750634,74.4866883,35.239829,0,19.990396,0,1212.8586866,
,"Outback NSW",23.6697344,10.5682144,17.727064,2.537355,0,0,0.4429623,54.9453301,
,"Riverina",57.8712804,71.4255967,51.2054733,7.8777511,0,4.5888766,0,192.9689781,
,"Snowy Mountains",122.7402175,29.1379744,11.4590592,1.7813358,0,0,0.4429623,163.6244218,
,"South Coast",741.4488316,226.1759997,48.0132375,30.6501833,0,2.9278501,0,1044.5460954,
,"The Murray",119.6443614,81.7435189,28.5887306,11.2883166,0,6.8061363,0.4429623,246.972735,
,"New South Wales",3153.3491899,2373.5309869,917.4787101,303.0883151,0,57.1809509,0.4429623,6730.2051247,
,"Melbourne",597.6033275,630.7389006,419.568865,74.2338553,0,4.8613347,0,1725.0456823,
,"Ballarat",52.7580614,69.1716747,27.0895221,8.3009811,0,0.6460435,0,157.9662828,
,"Bendigo Loddon",73.3328489,91.0191988,21.9313463,4.8771214,0,0,0,191.1605154,
,"Central Highlands",53.1022307,21.4126517,0,0,0,0.4270687,0,74.9419511,
,"Central Murray",80.9539703,67.0407503,5.8785546,0,0,0,0.4429623,154.3162376,
,"Geelong and the Bellarine",200.7163876,50.0322833,30.025177,30.1052648,0,0.4270687,0,311.3061814,
,"Gippsland",183.8023823,67.5812436,15.0852352,17.757238,0,0,0,284.2260991,
,"Goulburn",43.8647474,50.4987857,16.8933674,3.8572188,0,2.0871703,0,117.2012895,
,"Great Ocean Road",411.8699311,111.2892728,31.2680471,16.0041271,0,0,0,568.507933,
,"High Country",192.1629177,70.391638,10.1858095,6.1273656,0,0,0,277.9781658,
,"Lakes",188.3144737,38.6736975,5.1801085,0,0,0,0,232.1682796,
,"Macedon",29.6679911,14.9227912,6.1695779,0,0,2.7499353,0,53.5102955,
,"Mallee",59.9372383,55.1975503,12.7575792,5.1235637,0,0.9342426,0.4429623,134.3931365,
,"Melbourne East",59.7784313,45.7276551,4.176279,0,0,0,0,109.6823653,
,"Murray East",9.5586749,15.2557972,5.8464548,4.3302921,0,5.8053993,0,40.7966182,
,"Peninsula",219.7654038,133.3777532,7.5318748,14.0902118,0,0,0,374.7652436,
,"Phillip Island",186.4770011,41.7087369,8.9355939,0,0,0,0,237.1213318,
,"Spa Country",55.9645663,4.7857747,7.308044,0,0,0,0,68.0583849,
,"Upper Yarra",31.914583,13.4677415,8.0852024,0,0,0,0,53.4675269,
,"Western Grampians",23.9312117,28.7991424,8.9476555,2.1108153,0,4.7909875,0,68.5798124,
,"Wimmera",10.1219106,14.9413294,0,1.7932189,0,0,0,26.8564589,
,"Victoria",2635.9650157,1561.3529577,646.4807352,178.1859831,0,21.8751132,0.4429623,5002.8374003,
,"Brisbane",292.697694,484.4060758,249.4081708,65.3556577,0,5.3193015,0,1085.192314,
,"Bundaberg",21.5734642,23.9526462,7.993086,0.6949502,0,0,0,53.4114448,
,"Central Queensland",20.2431132,39.2220003,59.6197797,6.1777775,0,0,0,125.2626706,
,"Darling Downs",62.0889341,108.5269385,72.4886461,30.2764014,0,13.9731169,0,279.5664072,
,"Fraser Coast",43.8722494,33.7809435,22.9155302,13.6062094,0,0,0,114.1749325,
,"Gold Coast",506.6155942,211.314011,64.4864405,20.7490321,0,7.7407747,0,805.8617732,
,"Mackay",1.3186874,16.7259813,26.6725584,0,0,0,0,43.9951798,
,"Northern",17.2003244,29.954282,18.8718975,13.7141684,0,0,0,79.7406722,
,"Outback",7.2329882,1.3483477,0,0,0,0,0.4429623,9.0242982,
,"Sunshine Coast",422.3262518,160.7403856,50.6317507,20.0190355,0,0,0,653.0647922,
,"Tropical North Queensland",85.9272588,28.4107179,43.8430799,9.7407827,0,0,0,167.9218393,
,"Whitsundays",25.7082671,10.1442599,9.1184157,0,0,0,0,44.9709426,
,"Queensland",1389.0423688,1064.3265533,589.8022395,179.6390647,0,20.6173385,0.4429623,3187.1330301,
,"Adelaide",169.8550653,213.8757276,109.699807,70.1165861,0,1.44857,0,564.9957561,
